url,result,visible_text,url_length,num_dots,has_at_symbol,uses_https,suspicious_words,has_ip_address,num_subdomains,is_suspicious_tld,has_hyphen,url_has_encoding,url_has_long_query,url_ends_with_exe,num_forms,num_inputs,num_links,num_password_inputs,num_hidden_inputs,num_onclick_events,num_hidden_elements,has_iframe,has_zero_sized_iframe,suspicious_form_action,has_script_eval,has_base64_in_js,num_inline_scripts,has_network_js,external_js_count,external_iframe_count,num_external_domains,textual_probs,heuristic_probs,prob_diff,prob_ratio,prob_mult,abs_log_ratio,interaction_term,fusion_probs,fusion_pred,correct,textual_closer
"http://whitesourceentertainment.com/rwwt/348iert/securepassword.php?c0i8cl16069128348afe2018498488b8d11abef051d2fd598afe2018498488b8d11abef051d2fd598afe2018498488b8d11abef051d2fd598afe2018498488b8d11abef051d2fd598afe2018498488b8d11abef051d2fd59&amp,email=ikge@sexx.com&amp,error=2",1,403 - forbidden 403 forbidden,280,3,True,False,1,False,0,False,False,False,True,False,0,0,0,0,0,0,0,False,False,False,False,False,0,False,0,0,0,1.0148398359888232e-05,0.9998908,4.5835150659975845,-0.6500666537742923,-0.9590081620093096,4.839099447612043,0.0943558860429416,0.49995047419917993,0,False,False
http://lavitaworld.com/system/zcvb/Docuii/home/,1,google docs,47,1,False,False,0,False,0,False,False,False,False,False,1,3,0,1,0,0,0,False,False,False,False,False,1,False,0,0,0,1.4856571397103837e-05,0.9974746,4.570984994394841,-0.6500642989216806,-0.9589978142172656,4.667209956703612,0.0888978602012735,0.49874472828569855,0,False,False
https://chocolatelinesq13.live/,1,under construction,31,1,False,True,0,False,0,False,False,False,False,False,1,2,0,0,2,0,0,False,False,False,False,False,0,False,0,0,0,9.21763275982812e-05,0.87640274,3.943942553037465,-0.6500194908730148,-0.9588517050651072,3.7463290637469058,-0.1676874591066351,0.4382474581637991,0,False,False
https://netregistry.com.au.login.netregistryprivacylook.com/?gets=true&query0=2116&query1=8276&query2=6306&query3=1270&query4=9339&query5=2876&query6=7925&query7=9260&query8=6345&query9=6758&query10=2605&query11=3013&query12=3046&query13=4980&query14=2437&query15=7486&query16=7129&query17=9848&query18=4736&query19=4759&query20=4844&query21=9998&query22=7533&query23=1175&query24=6301&query25=4200&query26=2617&query27=8582&query28=3141&query29=2437&query30=7807&query31=1677&query32=7834&query33=8778&query34=7555&query35=1387&query36=5563&query37=1248&query38=1753&query39=9587&query40=8622&query41=1707&query42=1346&query43=5354&query44=9561&query45=6475&query46=6248&query47=1933&query48=7173&query49=4537,1,log into the console  netregistry,710,5,False,True,1,False,4,False,False,False,True,False,0,0,0,0,0,0,0,False,False,False,True,False,2,False,1,0,1,0.0002605715417303,0.99066645,4.534475630250074,-0.6499411472527581,-0.9584588679026114,3.3055113953364117,0.0735897536467964,0.49546351077086515,0,False,False
https://monteage.in/covid19/assets/jse/id/8595d/,1,"404 - file or directory not found. server error 404 - file or directory not found. the resource you are looking for might have been removed, had its name changed, or is temporarily unavailable.",48,1,False,True,0,False,0,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,0,False,0,0,0,0.0001997678918996,0.5120033,2.057331792313762,-0.6498780447068023,-0.958804087220934,3.1138601405101944,-0.7398792770122389,0.2561015339459498,0,False,False
https://observatoriodeourofino.com.br/2019/06/28/sicoob-credivass-promove-o-dia-de-cooperar-em-ouro-fino/,1,"sicoob credivass promove o dia de cooperar em ouro fino notícias cidade cultura denúncia economia educação esporte polícia política turismo classificados colunas atividade física em foco beabá da nutrição coluna ser  com coaching descomplicando a informática liberdade funcional nutrição inteligente entrevistas opinião pesquisa 14.8 c ouro fino segunda-feira, 20 abril, 2020 observatório de ouro fino notícias cidade cultura denúncia economia educação esporte polícia política turismo classificados colunas atividade física em foco beabá da nutrição coluna ser  com coaching descomplicando a informática liberdade funcional nutrição inteligente entrevistas opinião home notícias cidade sicoob credivass promove o dia de cooperar em ouro fino notícias cidade sicoob credivass promove o dia de cooperar em ouro fino por redação - 28 de junho de 2019 0 1357 sicoob foto divulgação o dia de cooperar dia c foi criado pelo sistema ocemg organização das cooperativas do estado de minas gerais, em 2009, com o objetivo de contribuir, através do voluntariado, com o desenvolvimento social das comunidades e transformar realidades, elevando a qualidade de vida das pessoas. a campanha está alinhada com o 7º princípio cooperativista, interesse pela comunidade, e ao valor da responsabilidade social. dia de cooperar foto divulgação no dia 29 de junho, das 08h às 14h, o sicoob credivass de ouro fino estará no estacionamento do supermercado baleia e em frente do supermercado alvorada para a realização do dia c 2019. profissionais da saúde estarão presentes para realização de avaliação física, tipagem sanguínea, diabetes e pressão arterial. este evento será em prol do asilo são vicente de paulo e santa casa de caridade, contribua com alimentos não perecíveis e produtos de higiene pessoal. dia c sicoob credivass, faça parte. atitudes simples movem o mundo! vem cooperar! facebook twitter google pinterest whatsapp anterior entenda a polêmica envolvendo bruno zucareli e rafael silva próximo pm recupera veículo furtado e prende três envolvidos redação relacionados outros fake news! mãe de ísis helena não confessou ter matado sua filha 10 casos suspeitos de coronavírus já foram descartados em ouro fino boa notícia! minas gerais não registra mortes por coronavírus nas últimas 24 horas fake news! mãe de ísis helena não confessou ter matado... guilherme vilas boas - 19 de abril de 2020 0 10 casos suspeitos de coronavírus já foram descartados em ouro fino guilherme vilas boas - 19 de abril de 2020 0 boa notícia! minas gerais não registra mortes por coronavírus nas últimas... guilherme vilas boas - 19 de abril de 2020 0 siga no instagram observatoriodeourofino mais lidas homem evita suicídio de menina de 13 anos 10 de março de 2020 conheça a trajetória de fábien oliveira, ourofinense que irá representar o... 5 de agosto de 2017 jovem sofre grave acidente de trabalho em ouro fino 5 de abril de 2017 mais comentadas bruno zucareli é o novo diretor do dmaae 5 de abril de 2017 vereadores rejeitam projetos apresentados pelo vereador rafael silva 9 de março de 2017 cinco pontos turísticos em ouro fino que você não pode deixar... 2 de fevereiro de 2017  grupo observatório",105,2,False,True,0,False,1,False,False,False,False,False,2,3,111,0,0,0,1,True,True,False,False,True,21,False,10,2,9,0.8562349081039429,0.0006029523,3.836914503029536,4.313078249560329,-0.9578871203659268,2.8293384881689816,-0.2072068516966901,0.4284189302019714,0,False,True
http://superlite.com.vn/wp-includes/js/dist/vendor/xxx/newblesengli/,1,payment username password login,68,2,False,False,0,False,1,False,False,False,False,False,1,2,0,1,0,0,0,False,False,False,False,False,0,False,0,0,1,0.0008424397674389,0.9900434,4.528239243732611,-0.6496493711913743,-0.9571832418054336,2.737852121337513,0.0721947450974907,0.49544291988371947,0,False,False
https://steampowered.codes,1,"welcome to steam login store featured explore curators wishlist news stats community home discussions workshop greenlight market broadcasts support change language view desktop website â valve corporation. all rights reserved. all trademarks are property of their respective owners in the us and other countries. privacy policy  legal  steam subscriber agreement  refunds store featured explore curators wishlist news stats community home discussions workshop greenlight market broadcasts about support install steam login  language ðñðð³ðññðºð bulgarian äeåtina czech dansk danish nederlands dutch suomi finnish franãais french îîîîî½î¹îºî greek deutsch german magyar hungarian italiano italian ææèª japanese íêµì korean norsk norwegian polski polish portuguãªs portuguese portuguãªs-brasil portuguese-brazil ð ñññðºðð¹ russian romãnä romanian çä½äæ simplified chinese espaãol spanish svenska swedish ç¹éäæ traditional chinese à¹àà thai tã¼rkãe turkish ððºñðñð½ññðºð ukrainian help us translate steam recommended by friends by curators tags discovery queues recommendations new releases browse categories top sellers recently updated new releases upcoming specials virtual reality steam controller browse by genre free to play early access action adventure casual indie massively multiplayer racing rpg simulation sports strategy your tags recently viewed cart  0  your store store home recently viewed steam curators recently updated games games free to play early access demos virtual reality steam controller browse by genre action adventure casual indie massively multiplayer racing rpg simulation sports strategy see popular tags browse by platform mac os x steamos  linux software software animation  modeling audio production design  illustration education game development photo editing utilities video production web publishing hardware hardware steam controller steam link steam machines htc vive videos news featured  recommended verify steam codes get verified now why join steam? buy and download full retail games join the steam community chat with your friends while gaming play your games on any supported platform schedule a game, tournament, or lan party receive automatic game updates, and more! learn more about steam. special offers browse all free weekend play for free until sunday at 1pm pacific time offer ends monday at 10am pacific time. -50 cdn 32.99 cdn 16.49 weekend deal up to 80 off! offer ends monday at 10am pacific time. todays deal! offer ends in -75 cdn 10.99 cdn 2.74 weekend deal offer ends monday at 10am pacific time. trending among friends browse all your discovery queue learn more sign in to view and browse your personalized discovery queue sign in or sign up and join steam for free click here to begin exploring your queue you have viewed all the products in your discovery queue for today. you have finished your list for today, but if youre eager for more you can click below to generate another set. start another queue  browse steam new releases specials free games by user tags steam curators discover new games through steam curators. follow curators and see the games they recommend. there are not yet enough steam curators to show in this space. in the meantime, click here to read more about steam curators and learn how to become a curator yourself. steam curators browse all discover new games through steam curators. follow curators and see the games they recommend. curator recommendation see more more curator recommendations recently updated browse all popular new releases top sellers upcoming specials -10 cdn 32.99 cdn 29.69 afghanistan 11 strategy , indie , turn-based , turn-based strategy -15 cdn 32.99 cdn 28.04 rpg maker mv - sakan design  illustration , web publishing -10 cdn 66.49 cdn 59.84 toukiden 2 action , open world , hunting , co-op free mcosu indie , rhythm , vr -20 cdn 10.99 cdn 8.79 factory engineer sandbox , simulation , building , indie cdn 5.49 crisis in the kremlin strategy , indie , simulation , political -34 cdn 6.49 cdn 4.28 the lost heir 3 demon war indie , rpg , adventure , choose your own adventure -10 cdn 49.99 cdn 44.99 senran kagura estival versus nudity , action , anime , sexual content cdn 79.99 nierautomataâ great soundtrack , action , hack and slash , female protagonist cdn 21.99 kona adventure , survival , indie , atmospheric cdn 21.99 turok 2 seeds of evil action , adventure , violent , gore cdn 10.99 age of rivals strategy , card game , turn-based , multiplayer cdn 49.99 styx shards of darkness stealth , adventure , action , violent cdn 109.99 gamemaker studio 2 desktop game development , design  illustration , utilities , animation  modeling cdn 10.99 darkarta a broken hearts quest collectors edition casual , adventure , hidden object , female protagonist free to play faeria free to play , card game , strategy , multiplayer cdn 16.99 crusader kings ii monks and mystics strategy , simulation cdn 79.99 tom clancys ghost reconâ wildlands open world , shooter , action , co-op cdn 32.99 ultimate marvel vs. capcom 3 fighting , action , 2d fighter , multiplayer cdn 16.99 deceit action , horror , multiplayer , fps cdn 32.99 chronoclock sexual content , nudity , visual novel , casual cdn 49.99 torment tides of numenera rpg , story rich , isometric , adventure cdn 21.99 river city ransom underground action , beat em up , retro , indie cdn 16.99 hollow knight metroidvania , indie , adventure , action -15 cdn 43.99 cdn 37.39 vikings - wolves of midgard rpg , action , hack and slash , action rpg cdn 16.99 911 operator strategy , simulation , indie , casual free to play brain  out free to play , action , indie , massively multiplayer free to play freestyle football free to play , sports , casual , action cdn 21.99 night in the woods adventure , story rich , great soundtrack , atmospheric cdn 36.99 thehunter call of the wildâ hunting , simulation , open world , multiplayer see more new releases cdn 36.99 playerunknowns battlegrounds early access , massively multiplayer , survival , action -50 cdn 69.99 cdn 34.99 grand theft auto v open world , action , multiplayer , first-person cdn 79.99 nierautomataâ great soundtrack , action , hack and slash , female protagonist cdn 21.99 rocket leagueâ multiplayer , racing , soccer , sports -10 cdn 66.49 cdn 59.84 toukiden 2 action , open world , hunting , co-op -33 cdn 16.99 cdn 11.38 death road to canada action , indie , zombies , pixel graphics cdn 21.99 h1z1 king of the kill early access , survival , massively multiplayer , open world cdn 79.99 tom clancys ghost reconâ wildlands open world , shooter , action , co-op -75 cdn 19.99 cdn 4.99 sporeâ simulation , sandbox , open world , space -60 cdn 88.69 cdn 35.47 rpg maker mv rpgmaker , game development , design  illustration , web publishing -15 cdn 43.99 cdn 37.39 vikings - wolves of midgard rpg , action , hack and slash , action rpg cdn 19.49 tom clancys rainbow sixâ siege fps , action , multiplayer , tactical -60 cdn 143.99 cdn 57.59 rpg maker mv bundle -75 cdn 19.99 cdn 4.99 sporeâ galactic adventures simulation , action , space , exploration -75 cdn 19.99 cdn 4.99 spore creepy  cute parts pack simulation , singleplayer , adventure , open world -30 -57 cdn 91.98 cdn 39.88 grand theft auto v  grand theft auto iv open world , action , multiplayer , third person -10 cdn 32.99 cdn 29.69 afghanistan 11 strategy , indie , turn-based , turn-based strategy cdn 16.99 counter-strike global offensive fps , multiplayer , shooter , action cdn 69.99 the witcher 3 wild hunt - game of the year edition -10 cdn 49.99 cdn 44.99 senran kagura estival versus nudity , action , anime , sexual content cdn 32.99 rimworld early access , survival , base building , strategy cdn 27.99 arma 3 dlc bundle 2 simulation , strategy , action , violent -20 cdn 32.99 cdn 26.39 everspaceâ early access , space , action , indie cdn 145.49 warframe prime access sound quake bundle action , free to play , violent cdn 10.99 oneshot indie , pixel graphics , adventure , great soundtrack cdn 32.99 obduction adventure , exploration , puzzle , first-person cdn 64.99 tales of berseriaâ anime , rpg , jrpg , female protagonist -17 cdn 79.99 cdn 66.39 for honorâ medieval , action , swordplay , multiplayer cdn 79.99 nba 2k17 sports , basketball , multiplayer , simulation cdn 79.99 the elder scrollsâ online gold edition rpg , massively multiplayer , mmorpg , open world see more top sellers or global top sellers monster slayers action , indie battle for orion 2 strategy , indie techwars online 2 early access , action , massively multiplayer , indie free to play beats fever - big apple indie , casual , sports free boofles home free to play , casual , simulation colorful life indie , casual police stories action , indie , simulation , 2d train mechanic simulator 2017 simulation , trains rytmik ultimate â voice  acoustic expansion audio production cdn 2.99 nashville s05e13 see more upcoming releases -50 cdn 69.99 cdn 34.99 grand theft auto v open world , action , multiplayer , first-person -75 cdn 19.99 cdn 4.99 sporeâ simulation , sandbox , open world , space -60 cdn 143.99 cdn 57.59 rpg maker mv bundle -60 cdn 88.69 cdn 35.47 rpg maker mv rpgmaker , game development , design  illustration , web publishing -75 cdn 19.99 cdn 4.99 spore creepy  cute parts pack simulation , singleplayer , adventure , open world -33 cdn 16.99 cdn 11.38 death road to canada action , indie , zombies , pixel graphics -75 cdn 19.99 cdn 4.99 sporeâ galactic adventures simulation , action , space , exploration -50 cdn 38.69 cdn 19.34 motorsport manager racing , management , simulation , sports cdn 19.49 tom clancys rainbow sixâ siege fps , action , multiplayer , tactical -37 cdn 54.99 cdn 34.64 earth defense force 4.1 the shadow of new despair action , co-op , third-person shooter , aliens -20 cdn 32.99 cdn 26.39 everspaceâ early access , space , action , indie -17 cdn 79.99 cdn 66.39 for honorâ medieval , action , swordplay , multiplayer -50 cdn 59.99 cdn 29.99 football manager 2017 sports , simulation , soccer , management -80 cdn 32.99 cdn 6.60 metro redux bundle -25 cdn 79.99 cdn 59.99 resident evil 7 biohazard  biohazard 7 resident evil horror , survival horror , first-person , gore -80 cdn 16.99 cdn 3.39 brothers - a tale of two sons adventure , atmospheric , controller , indie -41 cdn 79.99 cdn 47.19 watch_dogsâ 2 illuminati , hacking , open world , action -50 cdn 20.99 cdn 10.49 craft the world sandbox , crafting , survival , strategy -20 cdn 19.99 cdn 15.99 thumper indie , action , rhythm , psychedelic -50 cdn 32.99 cdn 16.49 killing floor 2 zombies , co-op , gore , fps -75 cdn 19.99 cdn 4.99 scribblenauts unlimited puzzle , casual , adventure , sandbox -50 cdn 1.09 cdn 0.54 razortron 2000 casual , racing , indie -50 cdn 3.29 cdn 1.64 survival kingdom strategy , indie -50 cdn 59.99 cdn 29.99 assassins creedâ syndicate assassin , open world , action , stealth -25 cdn 21.99 cdn 16.49 paladinsâ - founders pack action , free to play , multiplayer , fps -50 cdn 43.99 cdn 21.99 rocksmithâ 2014 edition - remastered music , education , simulation , rhythm -50 cdn 19.99 cdn 9.99 steamworld heist action , strategy , indie , adventure -50 cdn 69.99 cdn 34.99 tom clancyâs the divisionâ open world , third-person shooter , multiplayer , action -75 cdn 39.99 cdn 9.99 south parkâ the stick of truthâ rpg , comedy , adventure , funny -40 cdn 21.99 cdn 13.19 fsx steam edition csa sportcruiser add-on simulation see more specials under cdn 12 under cdn 12 under cdn 6 updates and offers keep scrolling for more recommendations below, youll find a variety of titles that you may be interested in from categories across steam looking for customer support? chat with us or contact us on given number 1 323 250 7280  2017 valve corporation. all rights reserved. all trademarks are property of their respective owners in the us and other countries. vat included in all prices where applicable. privacy policy  legal  steam subscriber agreement  refunds view mobile website about valve  steamworks  jobs  steam distribution  gift cards  steam  steam_games were out of personalized recommendations for you right now we can recommend some different titles once youve played more games. still looking for more? check out a random game . we dont have any recommendations to show you here. this might be an error, or it might be that you dont have any playtime on record. you can hit refresh, or come back once youve played a game. perhaps youd like to check out a random game ? loading more content...",26,1,False,True,0,False,0,False,False,False,False,False,2,20,279,0,3,34,0,False,False,False,False,False,12,False,8,0,0,0.0012143077328801,0.81925535,3.642351947778004,-0.6493360494337999,-0.956827128152562,2.469087587054325,-0.2772786241000438,0.4102348288664401,0,False,False
http://ministeriodesalud.chubut.gov.ar/wp-content/languages/bulkdiscounts/outajax.php/pfbsu/bmnqr/?isnt=1x11dhet0pz0a,1,"60h64 with raisins oatmeal banana muffins among years effects. in most by with drinks and caffeine, is castigated energy the and has is over of one drinks negative parents about health ingredients the energy media many teenagers. safety. increased popularity especially has which of the the energy of worried most drinks children associated tremendously been their are main the consumption",117,4,False,False,0,False,2,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,1,False,0,0,0,0.002789439400658,0.9028369,4.066799797901786,-0.6485382590952881,-0.9534524496099588,2.1133678710334185,-0.1144865260167391,0.45281316970032903,0,False,False
http://forestinhouse.com/wp-includes/Text/privmsg/pretraga.php/qer/enbpc/?addition=10gx1neq25mkx,1,"4v459fm how banana - yogurt them without make using butter muffins to drinks the energy most health main and is and drinks been consumption in which ingredients associated by teenagers. popularity years many their effects. parents energy among is castigated has the with the caffeine, drinks has the one media children of about negative worried increased safety. the most energy especially tremendously of are over of",96,2,False,False,0,False,0,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,2,False,1,0,1,0.0042845993302762,0.8931111,4.008722451026732,-0.6476906788875568,-0.9505548001188102,1.900198297103757,-0.1342290763328423,0.44869784966513815,0,False,False
